TOP.66b3cf76.00081c5a	START
TOP.66b68cc8.0009eb9d	user_options->machine_readable	0
TOP.66b68cc8.0009eb9d	user_options->markov_classic	0
TOP.66b68cc8.0009eb9d	user_options->markov_disable	0
TOP.66b68cc8.0009eb9d	user_options->markov_inverse	0
TOP.66b68cc8.0009eb9d	user_options->markov_threshold	256
TOP.66b68cc8.0009eb9d	user_options->multiply_accel_disable	0
TOP.66b68cc8.0009eb9d	user_options->backend_info	0
TOP.66b68cc8.0009eb9d	user_options->backend_vector_width	0
TOP.66b68cc8.0009eb9d	user_options->optimized_kernel_enable	0
TOP.66b68cc8.0009eb9d	user_options->outfile_autohex	1
TOP.66b68cc8.0009eb9d	user_options->outfile_check_timer	5
TOP.66b68cc8.0009eb9d	user_options->outfile_format	3
TOP.66b68cc8.0009eb9d	user_options->wordlist_autohex_disable	0
TOP.66b68cc8.0009eb9d	user_options->potfile_disable	0
TOP.66b68cc8.0009eb9d	user_options->progress_only	0
TOP.66b68cc8.0009eb9d	user_options->quiet	0
TOP.66b68cc8.0009eb9d	user_options->remove	0
TOP.66b68cc8.0009eb9d	user_options->remove_timer	60
TOP.66b68cc8.0009eb9d	user_options->restore	0
TOP.66b68cc8.0009eb9d	user_options->restore_disable	0
TOP.66b68cc8.0009eb9d	user_options->restore_timer	1
TOP.66b68cc8.0009eb9d	user_options->rp_files_cnt	0
TOP.66b68cc8.0009eb9d	user_options->rp_gen	0
TOP.66b68cc8.0009eb9d	user_options->rp_gen_func_max	4
TOP.66b68cc8.0009eb9d	user_options->rp_gen_func_min	1
TOP.66b68cc8.0009eb9d	user_options->rp_gen_seed	0
TOP.66b68cc8.0009eb9d	user_options->runtime	0
TOP.66b68cc8.0009eb9d	user_options->scrypt_tmto	0
TOP.66b68cc8.0009eb9d	user_options->segment_size	33554432
TOP.66b68cc8.0009eb9d	user_options->self_test_disable	0
TOP.66b68cc8.0009eb9d	user_options->slow_candidates	0
TOP.66b68cc8.0009eb9d	user_options->show	0
TOP.66b68cc8.0009eb9d	user_options->speed_only	0
TOP.66b68cc8.0009eb9d	user_options->spin_damp	0
TOP.66b68cc8.0009eb9d	user_options->status	0
TOP.66b68cc8.0009eb9d	user_options->status_json	0
TOP.66b68cc8.0009eb9d	user_options->status_timer	10
TOP.66b68cc8.0009eb9d	user_options->stdout_flag	0
TOP.66b68cc8.0009eb9d	user_options->usage	0
TOP.66b68cc8.0009eb9d	user_options->username	0
TOP.66b68cc8.0009eb9d	user_options->veracrypt_pim_start	485
TOP.66b68cc8.0009eb9d	user_options->veracrypt_pim_stop	485
TOP.66b68cc8.0009eb9d	user_options->version	0
TOP.66b68cc8.0009eb9d	user_options->workload_profile	2
TOP.66b68cc8.0009eb9d	user_options->brain_client	0
TOP.66b68cc8.0009eb9d	user_options->brain_client_features	2
TOP.66b68cc8.0009eb9d	user_options->brain_server	0
TOP.66b68cc8.0009eb9d	user_options->brain_server_timer	300
TOP.66b68cc8.0009eb9d	user_options->brain_port	6863
TOP.66b68cc8.0009eb9d	user_options->brain_session	0
TOP.66b68cc8.0009eb9d	hashes->hashfile	..\hash.txt
TOP.66b68cc8.0009eb9d	hashes->hashlist_mode	5
TOP.66b68cc8.0009eb9d	hashes->hashlist_format	0
TOP.66b68cc8.0009eb9d	hashes->hashes_cnt	0
TOP.66b68cc8.0009eb9d	hashes->digests_cnt	1
TOP.66b68cc8.0009eb9d	hashes->digests_done_pot	0
TOP.66b68cc8.0009eb9d	hashes->digests_done_zero	0
TOP.66b68cc8.0009eb9d	hashes->digests_done	0
TOP.66b68cc8.0009eb9d	hashes->salts_cnt	1
TOP.66b68cc8.0009eb9d	hashes->salts_done	0
TOP.66b68cc8.0009eb9d	SUB.66b68cc9.00092cc9	START
TOP.66b68cc8.0009eb9d	SUB.66b68cc9.00092cc9	straight_ctx->dict	..\wordlists\10k-most-common.txt
TOP.66b68cc8.0009eb9d	SUB.66b68cc9.00092cc9	runtime_start	1723239625
TOP.66b68cc8.0009eb9d	SUB.66b68cc9.00092cc9	runtime_stop	1723239625
TOP.66b68cc8.0009eb9d	SUB.66b68cc9.00092cc9	hashes->digests_done_new	1
TOP.66b68cc8.0009eb9d	SUB.66b68cc9.00092cc9	status-after-work	6
TOP.66b68cc8.0009eb9d	SUB.66b68cc9.00092cc9	STOP
TOP.66b68cc8.0009eb9d	proc_start	1723239624
TOP.66b68cc8.0009eb9d	proc_stop	1723239627
TOP.66b68cc8.0009eb9d	STOP
TOP.66ba5960.000d0137	START
TOP.66ba5960.000d0137	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\hashcat
TOP.66ba5960.000d0137	folder_config->install_dir	.
TOP.66ba5960.000d0137	folder_config->profile_dir	.
TOP.66ba5960.000d0137	folder_config->session_dir	.
TOP.66ba5960.000d0137	folder_config->shared_dir	.
TOP.66ba5960.000d0137	user_options->encoding_from	utf-8
TOP.66ba5960.000d0137	user_options->encoding_to	utf-8
TOP.66ba5960.000d0137	user_options->outfile	..\output.txt
TOP.66ba5960.000d0137	user_options->rule_buf_l	:
TOP.66ba5960.000d0137	user_options->rule_buf_r	:
TOP.66ba5960.000d0137	user_options->session	hashcat
TOP.66ba5960.000d0137	user_options->separator	:
TOP.66ba5960.000d0137	user_options->limit	0
TOP.66ba5960.000d0137	user_options->skip	0
TOP.66ba5960.000d0137	user_options->attack_mode	0
TOP.66ba5960.000d0137	user_options->benchmark	0
TOP.66ba5960.000d0137	user_options->benchmark_all	0
TOP.66ba5960.000d0137	user_options->bitmap_max	18
TOP.66ba5960.000d0137	user_options->bitmap_min	16
TOP.66ba5960.000d0137	user_options->debug_mode	0
TOP.66ba5960.000d0137	user_options->hash_info	0
TOP.66ba5960.000d0137	user_options->force	0
TOP.66ba5960.000d0137	user_options->hwmon_disable	0
TOP.66ba5960.000d0137	user_options->hwmon_temp_abort	90
TOP.66ba5960.000d0137	user_options->hash_mode	0
TOP.66ba5960.000d0137	user_options->hex_charset	0
TOP.66ba5960.000d0137	user_options->hex_salt	0
TOP.66ba5960.000d0137	user_options->hex_wordlist	0
TOP.66ba5960.000d0137	user_options->hook_threads	4
TOP.66ba5960.000d0137	user_options->identify	0
TOP.66ba5960.000d0137	user_options->increment	0
TOP.66ba5960.000d0137	user_options->increment_max	256
TOP.66ba5960.000d0137	user_options->increment_min	1
TOP.66ba5960.000d0137	user_options->keep_guessing	0
TOP.66ba5960.000d0137	user_options->kernel_accel	0
TOP.66ba5960.000d0137	user_options->kernel_loops	0
TOP.66ba5960.000d0137	user_options->kernel_threads	0
TOP.66ba5960.000d0137	user_options->keyspace	0
TOP.66ba5960.000d0137	user_options->left	0
TOP.66ba5960.000d0137	user_options->logfile_disable	0
TOP.66ba5960.000d0137	user_options->loopback	0
TOP.66ba5960.000d0137	user_options->machine_readable	0
TOP.66ba5960.000d0137	user_options->markov_classic	0
TOP.66ba5960.000d0137	user_options->markov_disable	0
TOP.66ba5960.000d0137	user_options->markov_inverse	0
TOP.66ba5960.000d0137	user_options->markov_threshold	256
TOP.66ba5960.000d0137	user_options->multiply_accel_disable	0
TOP.66ba5960.000d0137	user_options->backend_info	0
TOP.66ba5960.000d0137	user_options->backend_vector_width	0
TOP.66ba5960.000d0137	user_options->optimized_kernel_enable	0
TOP.66ba5960.000d0137	user_options->outfile_autohex	1
TOP.66ba5960.000d0137	user_options->outfile_check_timer	5
TOP.66ba5960.000d0137	user_options->outfile_format	3
TOP.66ba5960.000d0137	user_options->wordlist_autohex_disable	0
TOP.66ba5960.000d0137	user_options->potfile_disable	0
TOP.66ba5960.000d0137	user_options->progress_only	0
TOP.66ba5960.000d0137	user_options->quiet	0
TOP.66ba5960.000d0137	user_options->remove	0
TOP.66ba5960.000d0137	user_options->remove_timer	60
TOP.66ba5960.000d0137	user_options->restore	0
TOP.66ba5960.000d0137	user_options->restore_disable	0
TOP.66ba5960.000d0137	user_options->restore_timer	1
TOP.66ba5960.000d0137	user_options->rp_files_cnt	0
TOP.66ba5960.000d0137	user_options->rp_gen	0
TOP.66ba5960.000d0137	user_options->rp_gen_func_max	4
TOP.66ba5960.000d0137	user_options->rp_gen_func_min	1
TOP.66ba5960.000d0137	user_options->rp_gen_seed	0
TOP.66ba5960.000d0137	user_options->runtime	0
TOP.66ba5960.000d0137	user_options->scrypt_tmto	0
TOP.66ba5960.000d0137	user_options->segment_size	33554432
TOP.66ba5960.000d0137	user_options->self_test_disable	0
TOP.66ba5960.000d0137	user_options->slow_candidates	0
TOP.66ba5960.000d0137	user_options->show	0
TOP.66ba5960.000d0137	user_options->speed_only	0
TOP.66ba5960.000d0137	user_options->spin_damp	0
TOP.66ba5960.000d0137	user_options->status	0
TOP.66ba5960.000d0137	user_options->status_json	0
TOP.66ba5960.000d0137	user_options->status_timer	10
TOP.66ba5960.000d0137	user_options->stdout_flag	0
TOP.66ba5960.000d0137	user_options->usage	0
TOP.66ba5960.000d0137	user_options->username	0
TOP.66ba5960.000d0137	user_options->veracrypt_pim_start	485
TOP.66ba5960.000d0137	user_options->veracrypt_pim_stop	485
TOP.66ba5960.000d0137	user_options->version	0
TOP.66ba5960.000d0137	user_options->workload_profile	2
TOP.66ba5960.000d0137	user_options->brain_client	0
TOP.66ba5960.000d0137	user_options->brain_client_features	2
TOP.66ba5960.000d0137	user_options->brain_server	0
TOP.66ba5960.000d0137	user_options->brain_server_timer	300
TOP.66ba5960.000d0137	user_options->brain_port	6863
TOP.66ba5960.000d0137	user_options->brain_session	0
TOP.66ba5960.000d0137	proc_start	1723488608
TOP.66ba5960.000d0137	proc_stop	1723488609
TOP.66ba5960.000d0137	STOP
TOP.66ba597e.00040890	START
TOP.66ba597e.00040890	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\hashcat
TOP.66ba597e.00040890	folder_config->install_dir	.
TOP.66ba597e.00040890	folder_config->profile_dir	.
TOP.66ba597e.00040890	folder_config->session_dir	.
TOP.66ba597e.00040890	folder_config->shared_dir	.
TOP.66ba597e.00040890	user_options->encoding_from	utf-8
TOP.66ba597e.00040890	user_options->encoding_to	utf-8
TOP.66ba597e.00040890	user_options->outfile	..\output.txt
TOP.66ba597e.00040890	user_options->rule_buf_l	:
TOP.66ba597e.00040890	user_options->rule_buf_r	:
TOP.66ba597e.00040890	user_options->session	hashcat
TOP.66ba597e.00040890	user_options->separator	:
TOP.66ba597e.00040890	user_options->limit	0
TOP.66ba597e.00040890	user_options->skip	0
TOP.66ba597e.00040890	user_options->attack_mode	0
TOP.66ba597e.00040890	user_options->benchmark	0
TOP.66ba597e.00040890	user_options->benchmark_all	0
TOP.66ba597e.00040890	user_options->bitmap_max	18
TOP.66ba597e.00040890	user_options->bitmap_min	16
TOP.66ba597e.00040890	user_options->debug_mode	0
TOP.66ba597e.00040890	user_options->hash_info	0
TOP.66ba597e.00040890	user_options->force	0
TOP.66ba597e.00040890	user_options->hwmon_disable	0
TOP.66ba597e.00040890	user_options->hwmon_temp_abort	90
TOP.66ba597e.00040890	user_options->hash_mode	0
TOP.66ba597e.00040890	user_options->hex_charset	0
TOP.66ba597e.00040890	user_options->hex_salt	0
TOP.66ba597e.00040890	user_options->hex_wordlist	0
TOP.66ba597e.00040890	user_options->hook_threads	4
TOP.66ba597e.00040890	user_options->identify	0
TOP.66ba597e.00040890	user_options->increment	0
TOP.66ba597e.00040890	user_options->increment_max	256
TOP.66ba597e.00040890	user_options->increment_min	1
TOP.66ba597e.00040890	user_options->keep_guessing	0
TOP.66ba597e.00040890	user_options->kernel_accel	0
TOP.66ba597e.00040890	user_options->kernel_loops	0
TOP.66ba597e.00040890	user_options->kernel_threads	0
TOP.66ba597e.00040890	user_options->keyspace	0
TOP.66ba597e.00040890	user_options->left	0
TOP.66ba597e.00040890	user_options->logfile_disable	0
TOP.66ba597e.00040890	user_options->loopback	0
TOP.66ba597e.00040890	user_options->machine_readable	0
TOP.66ba597e.00040890	user_options->markov_classic	0
TOP.66ba597e.00040890	user_options->markov_disable	0
TOP.66ba597e.00040890	user_options->markov_inverse	0
TOP.66ba597e.00040890	user_options->markov_threshold	256
TOP.66ba597e.00040890	user_options->multiply_accel_disable	0
TOP.66ba597e.00040890	user_options->backend_info	0
TOP.66ba597e.00040890	user_options->backend_vector_width	0
TOP.66ba597e.00040890	user_options->optimized_kernel_enable	0
TOP.66ba597e.00040890	user_options->outfile_autohex	1
TOP.66ba597e.00040890	user_options->outfile_check_timer	5
TOP.66ba597e.00040890	user_options->outfile_format	3
TOP.66ba597e.00040890	user_options->wordlist_autohex_disable	0
TOP.66ba597e.00040890	user_options->potfile_disable	0
TOP.66ba597e.00040890	user_options->progress_only	0
TOP.66ba597e.00040890	user_options->quiet	0
TOP.66ba597e.00040890	user_options->remove	0
TOP.66ba597e.00040890	user_options->remove_timer	60
TOP.66ba597e.00040890	user_options->restore	0
TOP.66ba597e.00040890	user_options->restore_disable	0
TOP.66ba597e.00040890	user_options->restore_timer	1
TOP.66ba597e.00040890	user_options->rp_files_cnt	0
TOP.66ba597e.00040890	user_options->rp_gen	0
TOP.66ba597e.00040890	user_options->rp_gen_func_max	4
TOP.66ba597e.00040890	user_options->rp_gen_func_min	1
TOP.66ba597e.00040890	user_options->rp_gen_seed	0
TOP.66ba597e.00040890	user_options->runtime	0
TOP.66ba597e.00040890	user_options->scrypt_tmto	0
TOP.66ba597e.00040890	user_options->segment_size	33554432
TOP.66ba597e.00040890	user_options->self_test_disable	0
TOP.66ba597e.00040890	user_options->slow_candidates	0
TOP.66ba597e.00040890	user_options->show	0
TOP.66ba597e.00040890	user_options->speed_only	0
TOP.66ba597e.00040890	user_options->spin_damp	0
TOP.66ba597e.00040890	user_options->status	0
TOP.66ba597e.00040890	user_options->status_json	0
TOP.66ba597e.00040890	user_options->status_timer	10
TOP.66ba597e.00040890	user_options->stdout_flag	0
TOP.66ba597e.00040890	user_options->usage	0
TOP.66ba597e.00040890	user_options->username	0
TOP.66ba597e.00040890	user_options->veracrypt_pim_start	485
TOP.66ba597e.00040890	user_options->veracrypt_pim_stop	485
TOP.66ba597e.00040890	user_options->version	0
TOP.66ba597e.00040890	user_options->workload_profile	2
TOP.66ba597e.00040890	user_options->brain_client	0
TOP.66ba597e.00040890	user_options->brain_client_features	2
TOP.66ba597e.00040890	user_options->brain_server	0
TOP.66ba597e.00040890	user_options->brain_server_timer	300
TOP.66ba597e.00040890	user_options->brain_port	6863
TOP.66ba597e.00040890	user_options->brain_session	0
TOP.66ba597e.00040890	proc_start	1723488638
TOP.66ba597e.00040890	proc_stop	1723488639
TOP.66ba597e.00040890	STOP
TOP.66ba598a.0008111a	START
TOP.66ba598a.0008111a	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\hashcat
TOP.66ba598a.0008111a	folder_config->install_dir	.
TOP.66ba598a.0008111a	folder_config->profile_dir	.
TOP.66ba598a.0008111a	folder_config->session_dir	.
TOP.66ba598a.0008111a	folder_config->shared_dir	.
TOP.66ba598a.0008111a	user_options->encoding_from	utf-8
TOP.66ba598a.0008111a	user_options->encoding_to	utf-8
TOP.66ba598a.0008111a	user_options->outfile	..\output.txt
TOP.66ba598a.0008111a	user_options->rule_buf_l	:
TOP.66ba598a.0008111a	user_options->rule_buf_r	:
TOP.66ba598a.0008111a	user_options->session	hashcat
TOP.66ba598a.0008111a	user_options->separator	:
TOP.66ba598a.0008111a	user_options->limit	0
TOP.66ba598a.0008111a	user_options->skip	0
TOP.66ba598a.0008111a	user_options->attack_mode	0
TOP.66ba598a.0008111a	user_options->benchmark	0
TOP.66ba598a.0008111a	user_options->benchmark_all	0
TOP.66ba598a.0008111a	user_options->bitmap_max	18
TOP.66ba598a.0008111a	user_options->bitmap_min	16
TOP.66ba598a.0008111a	user_options->debug_mode	0
TOP.66ba598a.0008111a	user_options->hash_info	0
TOP.66ba598a.0008111a	user_options->force	0
TOP.66ba598a.0008111a	user_options->hwmon_disable	0
TOP.66ba598a.0008111a	user_options->hwmon_temp_abort	90
TOP.66ba598a.0008111a	user_options->hash_mode	0
TOP.66ba598a.0008111a	user_options->hex_charset	0
TOP.66ba598a.0008111a	user_options->hex_salt	0
TOP.66ba598a.0008111a	user_options->hex_wordlist	0
TOP.66ba598a.0008111a	user_options->hook_threads	4
TOP.66ba598a.0008111a	user_options->identify	0
TOP.66ba598a.0008111a	user_options->increment	0
TOP.66ba598a.0008111a	user_options->increment_max	256
TOP.66ba598a.0008111a	user_options->increment_min	1
TOP.66ba598a.0008111a	user_options->keep_guessing	0
TOP.66ba598a.0008111a	user_options->kernel_accel	0
TOP.66ba598a.0008111a	user_options->kernel_loops	0
TOP.66ba598a.0008111a	user_options->kernel_threads	0
TOP.66ba598a.0008111a	user_options->keyspace	0
TOP.66ba598a.0008111a	user_options->left	0
TOP.66ba598a.0008111a	user_options->logfile_disable	0
TOP.66ba598a.0008111a	user_options->loopback	0
TOP.66ba598a.0008111a	user_options->machine_readable	0
TOP.66ba598a.0008111a	user_options->markov_classic	0
TOP.66ba598a.0008111a	user_options->markov_disable	0
TOP.66ba598a.0008111a	user_options->markov_inverse	0
TOP.66ba598a.0008111a	user_options->markov_threshold	256
TOP.66ba598a.0008111a	user_options->multiply_accel_disable	0
TOP.66ba598a.0008111a	user_options->backend_info	0
TOP.66ba598a.0008111a	user_options->backend_vector_width	0
TOP.66ba598a.0008111a	user_options->optimized_kernel_enable	0
TOP.66ba598a.0008111a	user_options->outfile_autohex	1
TOP.66ba598a.0008111a	user_options->outfile_check_timer	5
TOP.66ba598a.0008111a	user_options->outfile_format	3
TOP.66ba598a.0008111a	user_options->wordlist_autohex_disable	0
TOP.66ba598a.0008111a	user_options->potfile_disable	0
TOP.66ba598a.0008111a	user_options->progress_only	0
TOP.66ba598a.0008111a	user_options->quiet	0
TOP.66ba598a.0008111a	user_options->remove	0
TOP.66ba598a.0008111a	user_options->remove_timer	60
TOP.66ba598a.0008111a	user_options->restore	0
TOP.66ba598a.0008111a	user_options->restore_disable	0
TOP.66ba598a.0008111a	user_options->restore_timer	1
TOP.66ba598a.0008111a	user_options->rp_files_cnt	0
TOP.66ba598a.0008111a	user_options->rp_gen	0
TOP.66ba598a.0008111a	user_options->rp_gen_func_max	4
TOP.66ba598a.0008111a	user_options->rp_gen_func_min	1
TOP.66ba598a.0008111a	user_options->rp_gen_seed	0
TOP.66ba598a.0008111a	user_options->runtime	0
TOP.66ba598a.0008111a	user_options->scrypt_tmto	0
TOP.66ba598a.0008111a	user_options->segment_size	33554432
TOP.66ba598a.0008111a	user_options->self_test_disable	0
TOP.66ba598a.0008111a	user_options->slow_candidates	0
TOP.66ba598a.0008111a	user_options->show	0
TOP.66ba598a.0008111a	user_options->speed_only	0
TOP.66ba598a.0008111a	user_options->spin_damp	0
TOP.66ba598a.0008111a	user_options->status	0
TOP.66ba598a.0008111a	user_options->status_json	0
TOP.66ba598a.0008111a	user_options->status_timer	10
TOP.66ba598a.0008111a	user_options->stdout_flag	0
TOP.66ba598a.0008111a	user_options->usage	0
TOP.66ba598a.0008111a	user_options->username	0
TOP.66ba598a.0008111a	user_options->veracrypt_pim_start	485
TOP.66ba598a.0008111a	user_options->veracrypt_pim_stop	485
TOP.66ba598a.0008111a	user_options->version	0
TOP.66ba598a.0008111a	user_options->workload_profile	2
TOP.66ba598a.0008111a	user_options->brain_client	0
TOP.66ba598a.0008111a	user_options->brain_client_features	2
TOP.66ba598a.0008111a	user_options->brain_server	0
TOP.66ba598a.0008111a	user_options->brain_server_timer	300
TOP.66ba598a.0008111a	user_options->brain_port	6863
TOP.66ba598a.0008111a	user_options->brain_session	0
TOP.66ba598a.0008111a	proc_start	1723488650
TOP.66ba598a.0008111a	proc_stop	1723488651
TOP.66ba598a.0008111a	STOP
TOP.66ba59a8.000f2614	START
TOP.66ba59a8.000f2614	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\hashcat
TOP.66ba59a8.000f2614	folder_config->install_dir	.
TOP.66ba59a8.000f2614	folder_config->profile_dir	.
TOP.66ba59a8.000f2614	folder_config->session_dir	.
TOP.66ba59a8.000f2614	folder_config->shared_dir	.
TOP.66ba59a8.000f2614	user_options->encoding_from	utf-8
TOP.66ba59a8.000f2614	user_options->encoding_to	utf-8
TOP.66ba59a8.000f2614	user_options->outfile	..\output.txt
TOP.66ba59a8.000f2614	user_options->rule_buf_l	:
TOP.66ba59a8.000f2614	user_options->rule_buf_r	:
TOP.66ba59a8.000f2614	user_options->session	hashcat
TOP.66ba59a8.000f2614	user_options->separator	:
TOP.66ba59a8.000f2614	user_options->limit	0
TOP.66ba59a8.000f2614	user_options->skip	0
TOP.66ba59a8.000f2614	user_options->attack_mode	0
TOP.66ba59a8.000f2614	user_options->benchmark	0
TOP.66ba59a8.000f2614	user_options->benchmark_all	0
TOP.66ba59a8.000f2614	user_options->bitmap_max	18
TOP.66ba59a8.000f2614	user_options->bitmap_min	16
TOP.66ba59a8.000f2614	user_options->debug_mode	0
TOP.66ba59a8.000f2614	user_options->hash_info	0
TOP.66ba59a8.000f2614	user_options->force	0
TOP.66ba59a8.000f2614	user_options->hwmon_disable	0
TOP.66ba59a8.000f2614	user_options->hwmon_temp_abort	90
TOP.66ba59a8.000f2614	user_options->hash_mode	0
TOP.66ba59a8.000f2614	user_options->hex_charset	0
TOP.66ba59a8.000f2614	user_options->hex_salt	0
TOP.66ba59a8.000f2614	user_options->hex_wordlist	0
TOP.66ba59a8.000f2614	user_options->hook_threads	4
TOP.66ba59a8.000f2614	user_options->identify	0
TOP.66ba59a8.000f2614	user_options->increment	0
TOP.66ba59a8.000f2614	user_options->increment_max	256
TOP.66ba59a8.000f2614	user_options->increment_min	1
TOP.66ba59a8.000f2614	user_options->keep_guessing	0
TOP.66ba59a8.000f2614	user_options->kernel_accel	0
TOP.66ba59a8.000f2614	user_options->kernel_loops	0
TOP.66ba59a8.000f2614	user_options->kernel_threads	0
TOP.66ba59a8.000f2614	user_options->keyspace	0
TOP.66ba59a8.000f2614	user_options->left	0
TOP.66ba59a8.000f2614	user_options->logfile_disable	0
TOP.66ba59a8.000f2614	user_options->loopback	0
TOP.66ba59a8.000f2614	user_options->machine_readable	0
